work_id,mp_id,state_name,constituency,district,block,village,sector,sub_sector,work_description,registered_latitude,registered_longitude,coordinates_provenance,recommendation_date,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_revision_count,implementing_agency_id,expected_start_date,actual_start_date,expected_completion_date,actual_completion_date,lifecycle_stage,current_status,current_physical_progress_pct,current_expenditure_inr,final_actual_expenditure_inr,source_type,synthetic_demo_data
W-000057,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 1,Demo Block 2,Demo Village 31,Roads,rural road,"Construction and improvement of rural road at Demo Village 31, Demo Block 2",19.56726,75.132301,SYNTHETIC_PROTOTYPE_COORDINATE,2023-12-19,1411000,1505000,1501000,2024-01-10,0,IA-S03-01-02,2024-02-14,2024-02-09,2025-02-03,2025-05-14,COMPLETION,COMPLETED,100.0,1411000,1411000,SYNTHETIC_V2,True
W-000058,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,Demo Block 3,Demo Village 38,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 38, Demo Block 3",20.331602,84.542395,SYNTHETIC_PROTOTYPE_COORDINATE,2023-12-30,5646000,5530000,5095000,2024-01-25,0,IA-S04-01-02,2024-02-16,2024-03-14,2024-12-12,2025-03-09,COMPLETION,COMPLETED,100.0,4456000,4456000,SYNTHETIC_V2,True
W-000059,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,Demo Block 4,Demo Village 4,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 4, Demo Block 4",26.442881,73.953208,SYNTHETIC_PROTOTYPE_COORDINATE,2024-01-10,10796000,10860000,9740000,2024-03-28,0,IA-S05-01-02,2024-05-28,2024-06-14,2025-01-14,2025-02-01,COMPLETION,COMPLETED,100.0,9307000,9307000,SYNTHETIC_V2,True
W-000060,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 1,Demo Block 5,Demo Village 11,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 11, Demo Block 5",10.95693,78.86884,SYNTHETIC_PROTOTYPE_COORDINATE,2024-01-21,4179000,4033000,,,0,IA-S06-01-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000061,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 1,Demo Block 1,Demo Village 18,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 18, Demo Block 1",15.167618,79.877605,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-01,3294000,3490000,,,0,IA-S01-01-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000062,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 1,Demo Block 2,Demo Village 25,Education,library building,"Construction and improvement of library building at Demo Village 25, Demo Block 2",15.181729,75.517133,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-12,3922000,3832000,3790000,2024-04-30,0,IA-S02-01-02,2024-05-22,2024-06-19,2027-03-26,,EXECUTION,ONGOING,77.4,2692000,,SYNTHETIC_V2,True
W-000063,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 1,Demo Block 3,Demo Village 32,Roads,rural road,"Construction and improvement of rural road at Demo Village 32, Demo Block 3",19.289056,74.832353,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-23,8413000,8083000,8454000,2024-06-09,0,IA-S03-01-02,2024-07-01,2024-07-14,2025-07-27,,EXECUTION,ONGOING,92,8049000,,SYNTHETIC_V2,True
W-000064,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 1,Demo Block 4,Demo Village 39,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 39, Demo Block 4",20.405845,84.246141,SYNTHETIC_PROTOTYPE_COORDINATE,2024-03-05,11107000,11219000,11354000,2024-05-05,0,IA-S04-01-02,2024-06-28,2024-08-07,2026-12-13,,EXECUTION,ONGOING,68.0,7743000,,SYNTHETIC_V2,True
W-000065,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 1,Demo Block 5,Demo Village 5,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 5, Demo Block 5",26.517799,73.65376,SYNTHETIC_PROTOTYPE_COORDINATE,2024-03-16,10486000,10167000,9060000,2024-05-24,0,IA-S05-01-02,2024-06-26,2024-06-29,2027-03-13,,EXECUTION,ONGOING,78.7,7753000,,SYNTHETIC_V2,True
W-000066,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 1,Demo Block 1,Demo Village 12,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 12, Demo Block 1",11.026828,78.569643,SYNTHETIC_PROTOTYPE_COORDINATE,2024-03-27,2649000,2816000,2906000,2024-06-28,0,IA-S06-01-02,2024-08-13,2024-09-04,2026-10-04,,EXECUTION,ONGOING,73.6,2304000,,SYNTHETIC_V2,True
W-000067,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 1,Demo Block 2,Demo Village 19,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 19, Demo Block 2",15.237499,79.579312,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-07,5678000,5683000,5267000,2024-06-15,0,IA-S01-01-02,2024-07-04,2024-08-08,2026-10-27,,EXECUTION,ONGOING,83.6,4889000,,SYNTHETIC_V2,True
W-000068,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 1,Demo Block 3,Demo Village 26,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 26, Demo Block 3",15.250183,75.589808,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-18,5936000,5794000,5372000,2024-06-09,0,IA-S02-01-02,2024-07-23,2024-08-31,2025-09-22,,EXECUTION,ONGOING,78.7,5031000,,SYNTHETIC_V2,True
W-000069,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 1,Demo Block 4,Demo Village 33,Education,school classroom,"Construction and improvement of school classroom at Demo Village 33, Demo Block 4",19.361388,74.904509,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-29,6672000,6661000,6748000,2024-07-19,0,IA-S03-01-02,2024-09-15,2024-10-22,2025-05-14,2025-06-18,COMPLETION,COMPLETED,100.0,5729000,5729000,SYNTHETIC_V2,True
W-000070,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 1,Demo Block 5,Demo Village 40,Roads,approach road,"Construction and improvement of approach road at Demo Village 40, Demo Block 5",20.478845,84.318752,SYNTHETIC_PROTOTYPE_COORDINATE,2024-05-10,2355000,2547000,2333000,2024-07-21,0,IA-S04-01-02,2024-09-20,2024-09-26,2025-03-14,2025-04-29,COMPLETION,COMPLETED,100.0,2201000,2201000,SYNTHETIC_V2,True
W-000071,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 1,Demo Block 1,Demo Village 6,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 6, Demo Block 1",26.589256,73.730969,SYNTHETIC_PROTOTYPE_COORDINATE,2024-05-21,2324000,2278000,2180000,2024-08-06,0,IA-S05-01-02,2024-09-01,2024-10-07,2025-08-14,2025-12-12,COMPLETION,COMPLETED,100.0,1956000,1956000,SYNTHETIC_V2,True
W-000072,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 1,Demo Block 2,Demo Village 13,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 13, Demo Block 2",11.100021,78.640484,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-01,6183000,5953000,5541000,2024-07-25,0,IA-S06-01-02,2024-08-20,2024-08-26,2025-02-08,2025-06-13,COMPLETION,COMPLETED,100.0,5431000,5431000,SYNTHETIC_V2,True
W-000073,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 2,Demo Block 3,Demo Village 20,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 20, Demo Block 3",15.312083,79.652003,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-12,7263000,7861000,7531000,2024-07-25,0,IA-S01-02-02,2024-08-22,2024-09-10,2025-07-01,2025-08-17,COMPLETION,COMPLETED,100.0,6626000,6626000,SYNTHETIC_V2,True
W-000074,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 2,Demo Block 4,Demo Village 27,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 27, Demo Block 4",15.325215,75.661766,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-23,3054000,3238000,2852000,2024-08-22,0,IA-S02-02-02,2024-09-19,2024-09-28,2025-03-23,2025-04-28,COMPLETION,COMPLETED,100.0,2741000,2741000,SYNTHETIC_V2,True
W-000075,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 2,Demo Block 5,Demo Village 34,Education,school classroom,"Construction and improvement of school classroom at Demo Village 34, Demo Block 5",19.434512,74.977206,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-04,4690000,5047000,4924000,2024-07-26,1,IA-S03-02-02,2024-09-03,2024-09-12,2025-10-04,2026-01-20,COMPLETION,COMPLETED,100.0,4497000,4497000,SYNTHETIC_V2,True
W-000076,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 2,Demo Block 1,Demo Village 41,Roads,approach road,"Construction and improvement of approach road at Demo Village 41, Demo Block 1",20.546914,84.388971,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-15,8137000,7927000,7909000,2024-08-19,0,IA-S04-02-02,2024-10-12,2024-11-10,2025-09-16,2025-12-07,COMPLETION,COMPLETED,100.0,9282000,9282000,SYNTHETIC_V2,True
W-000077,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 2,Demo Block 2,Demo Village 7,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 7, Demo Block 2",26.657422,73.802428,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-26,1615000,1615000,1575000,2024-09-05,0,IA-S05-02-02,2024-11-01,2024-11-13,2025-11-02,2025-12-06,COMPLETION,COMPLETED,100.0,1474000,1474000,SYNTHETIC_V2,True
W-000078,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 2,Demo Block 3,Demo Village 14,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 14, Demo Block 3",11.17118,78.71287,SYNTHETIC_PROTOTYPE_COORDINATE,2024-08-06,5918000,6349000,5909000,2024-10-19,0,IA-S06-02-02,2024-12-22,2024-12-27,2025-12-10,2026-04-04,COMPLETION,COMPLETED,100.0,5167000,5167000,SYNTHETIC_V2,True
W-000079,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 2,Demo Block 4,Demo Village 21,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 21, Demo Block 4",15.386036,79.723782,SYNTHETIC_PROTOTYPE_COORDINATE,2024-08-17,11782000,11771000,10874000,2024-11-23,1,IA-S01-02-02,2024-12-30,2025-02-05,2026-04-14,2026-04-11,COMPLETION,COMPLETED,100.0,12197000,12197000,SYNTHETIC_V2,True
W-000080,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,Demo Block 5,Demo Village 28,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 28, Demo Block 5",15.393818,75.735118,SYNTHETIC_PROTOTYPE_COORDINATE,2024-08-28,2897000,2921000,,,0,IA-S02-02-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000081,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 2,Demo Block 1,Demo Village 35,Education,school classroom,"Construction and improvement of school classroom at Demo Village 35, Demo Block 1",19.510218,75.048689,SYNTHETIC_PROTOTYPE_COORDINATE,2024-09-08,10118000,10272000,,,0,IA-S03-02-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000082,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,Demo Block 2,Demo Village 1,Roads,approach road,"Construction and improvement of approach road at Demo Village 1, Demo Block 2",20.622514,84.458373,SYNTHETIC_PROTOTYPE_COORDINATE,2024-09-19,8306000,8767000,7731000,2024-10-31,0,IA-S04-02-02,2024-12-18,2024-12-13,2025-12-19,,EXECUTION,ONGOING,92,7574000,,SYNTHETIC_V2,True
W-000083,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,Demo Block 3,Demo Village 8,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 8, Demo Block 3",26.734458,73.873333,SYNTHETIC_PROTOTYPE_COORDINATE,2024-09-30,8880000,8978000,9394000,2024-11-06,0,IA-S05-02-02,2024-12-02,2024-11-29,2025-11-03,,EXECUTION,ONGOING,88.0,8967000,,SYNTHETIC_V2,True
W-000084,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 2,Demo Block 4,Demo Village 15,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 15, Demo Block 4",11.243656,78.78295,SYNTHETIC_PROTOTYPE_COORDINATE,2024-10-11,3248000,3120000,2773000,2024-12-31,0,IA-S06-02-02,2025-03-03,2025-03-29,2027-01-24,,EXECUTION,ONGOING,83.8,3208000,,SYNTHETIC_V2,True
W-000085,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 2,Demo Block 5,Demo Village 22,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 22, Demo Block 5",15.45654,79.798615,SYNTHETIC_PROTOTYPE_COORDINATE,2024-10-22,7839000,7367000,7126000,2024-11-24,0,IA-S01-02-02,2025-01-17,2025-02-15,2026-03-16,,EXECUTION,ONGOING,87.2,6153000,,SYNTHETIC_V2,True
W-000086,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 2,Demo Block 1,Demo Village 29,Health,community clinic,"Construction and improvement of community clinic at Demo Village 29, Demo Block 1",15.469523,75.808879,SYNTHETIC_PROTOTYPE_COORDINATE,2024-11-02,1325000,1440000,1392000,2024-11-27,0,IA-S02-02-02,2024-12-27,2025-01-06,2027-01-11,,EXECUTION,ONGOING,92,1224000,,SYNTHETIC_V2,True
W-000087,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 2,Demo Block 2,Demo Village 36,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 36, Demo Block 2",19.230279,75.118657,SYNTHETIC_PROTOTYPE_COORDINATE,2024-11-13,5365000,5209000,4737000,2024-12-12,0,IA-S03-02-02,2025-01-11,2025-02-09,2026-10-22,,EXECUTION,ONGOING,92,4292000,,SYNTHETIC_V2,True
W-000088,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 2,Demo Block 3,Demo Village 2,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 2, Demo Block 3",20.344234,84.533138,SYNTHETIC_PROTOTYPE_COORDINATE,2024-11-24,8372000,8566000,8243000,2025-01-21,0,IA-S04-02-02,2025-02-13,2025-03-16,2026-11-10,,EXECUTION,ONGOING,92,9191000,,SYNTHETIC_V2,True
W-000089,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 2,Demo Block 4,Demo Village 9,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 9, Demo Block 4",26.457163,73.941079,SYNTHETIC_PROTOTYPE_COORDINATE,2024-12-05,2533000,2375000,2112000,2025-03-25,0,IA-S05-02-02,2025-05-06,2025-06-13,2026-08-02,2026-08-31,COMPLETION,COMPLETED,100.0,2776000,2776000,SYNTHETIC_V2,True
W-000090,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 2,Demo Block 5,Demo Village 16,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 16, Demo Block 5",10.968475,78.85399,SYNTHETIC_PROTOTYPE_COORDINATE,2024-12-16,4495000,4486000,4067000,2025-01-15,0,IA-S06-02-02,2025-02-06,2025-03-14,2026-01-07,2026-04-16,COMPLETION,COMPLETED,100.0,3779000,3779000,SYNTHETIC_V2,True
W-000091,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 3,Demo Block 1,Demo Village 23,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 23, Demo Block 1",15.180605,79.86822,SYNTHETIC_PROTOTYPE_COORDINATE,2024-12-27,3208000,3328000,3037000,2025-01-29,0,IA-S01-03-02,2025-02-28,2025-03-18,2025-12-06,2025-12-22,COMPLETION,COMPLETED,100.0,2593000,2593000,SYNTHETIC_V2,True
W-000092,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 3,Demo Block 2,Demo Village 30,Health,community clinic,"Construction and improvement of community clinic at Demo Village 30, Demo Block 2",15.193416,75.882011,SYNTHETIC_PROTOTYPE_COORDINATE,2025-01-07,8585000,8097000,8385000,2025-02-24,0,IA-S02-03-02,2025-03-26,2025-03-21,2025-08-28,2025-11-04,COMPLETION,COMPLETED,100.0,9695000,9695000,SYNTHETIC_V2,True
W-000093,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 3,Demo Block 3,Demo Village 37,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 37, Demo Block 3",19.303277,74.818512,SYNTHETIC_PROTOTYPE_COORDINATE,2025-01-18,6918000,6952000,6846000,2025-02-14,0,IA-S03-03-02,2025-03-02,2025-03-13,2026-06-23,2026-08-31,COMPLETION,COMPLETED,100.0,6508000,6508000,SYNTHETIC_V2,True
W-000094,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 3,Demo Block 4,Demo Village 3,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 3, Demo Block 4",20.417182,84.230966,SYNTHETIC_PROTOTYPE_COORDINATE,2025-01-29,8806000,8508000,7969000,2025-05-14,0,IA-S04-03-02,2025-06-12,2025-06-10,2026-04-26,2026-08-31,COMPLETION,COMPLETED,100.0,8608000,8608000,SYNTHETIC_V2,True
W-000095,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 3,Demo Block 5,Demo Village 10,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 10, Demo Block 5",26.526878,73.646384,SYNTHETIC_PROTOTYPE_COORDINATE,2025-02-09,9061000,9162000,9137000,2025-03-11,0,IA-S05-03-02,2025-04-10,2025-05-08,2026-04-21,2026-03-12,COMPLETION,COMPLETED,100.0,10061000,10061000,SYNTHETIC_V2,True
W-000096,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 3,Demo Block 1,Demo Village 17,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 17, Demo Block 1",11.039197,78.55627,SYNTHETIC_PROTOTYPE_COORDINATE,2025-02-20,8368000,7861000,8219000,2025-06-08,0,IA-S06-03-02,2025-07-19,2025-07-18,2026-01-15,2026-03-27,COMPLETION,COMPLETED,100.0,9056000,9056000,SYNTHETIC_V2,True
W-000097,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 3,Demo Block 2,Demo Village 24,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 24, Demo Block 2",15.254743,79.568189,SYNTHETIC_PROTOTYPE_COORDINATE,2025-03-03,10789000,10245000,10910000,2025-05-09,0,IA-S01-03-02,2025-07-07,2025-07-02,2026-08-16,2026-08-31,COMPLETION,COMPLETED,100.0,9936000,9936000,SYNTHETIC_V2,True
W-000098,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 3,Demo Block 3,Demo Village 31,Health,community clinic,"Construction and improvement of community clinic at Demo Village 31, Demo Block 3",15.261545,75.580638,SYNTHETIC_PROTOTYPE_COORDINATE,2025-03-14,9834000,9273000,8443000,2025-04-30,0,IA-S02-03-02,2025-06-08,2025-06-21,2026-05-17,2026-08-31,COMPLETION,COMPLETED,100.0,7791000,7791000,SYNTHETIC_V2,True
W-000099,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 3,Demo Block 4,Demo Village 38,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 38, Demo Block 4",19.373059,74.890502,SYNTHETIC_PROTOTYPE_COORDINATE,2025-03-25,1990000,2119000,1905000,2025-06-24,0,IA-S03-03-02,2025-08-02,2025-09-10,2026-09-27,2026-08-31,COMPLETION,COMPLETED,100.0,2203000,2203000,SYNTHETIC_V2,True
W-000100,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 3,Demo Block 5,Demo Village 4,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 4, Demo Block 5",20.488393,84.305462,SYNTHETIC_PROTOTYPE_COORDINATE,2025-04-05,7047000,7378000,,,0,IA-S04-03-02,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-000101,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 3,Demo Block 1,Demo Village 11,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 11, Demo Block 1",26.599864,73.715052,SYNTHETIC_PROTOTYPE_COORDINATE,2025-04-16,4986000,5398000,5727000,2025-07-25,0,IA-S05-03-02,2025-08-17,2025-09-01,2026-07-24,2026-08-18,COMPLETION,COMPLETED,100.0,5402000,5402000,SYNTHETIC_V2,True
W-000102,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 3,Demo Block 2,Demo Village 18,Roads,rural road,"Construction and improvement of rural road at Demo Village 18, Demo Block 2",11.10995,78.626153,SYNTHETIC_PROTOTYPE_COORDINATE,2025-04-27,8363000,7997000,8450000,2025-08-11,1,IA-S06-03-02,2025-08-31,2025-10-05,2026-02-27,,EXECUTION,ONGOING,78.9,8414000,,SYNTHETIC_V2,True
W-000103,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,Demo Block 3,Demo Village 25,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 25, Demo Block 3",15.325429,79.641063,SYNTHETIC_PROTOTYPE_COORDINATE,2022-04-04,5024000,4977000,4936000,2022-06-27,0,IA-S01-03-02,2022-08-25,2022-08-31,2023-07-04,,EXECUTION,ONGOING,92,5036000,,SYNTHETIC_V2,True
