work_id,rule_id,rule_title,rule_category,lifecycle_stage,result,severity,observed_value,expected_condition,evidence,guideline_version,guideline_chapter,guideline_clause,guideline_page,guideline_printed_page,guideline_chunk_ids,official_reference,as_of_date
W-000007,MPLADS-11.3-ASSET-HANDOVER,Completed asset handover,ASSET,COMPLETION,REVIEW,WARNING,0/1 handovers visible as of snapshot,Completed asset transferred to the User Agency without delay,Handover evidence is not visible for every completed asset; the clause gives no numeric grace period.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.3,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000007,MPLADS-4.5.8-ASSET-REGISTER,Transferred asset register entry,ASSET,COMPLETION,NOT_APPLICABLE,WARNING,no handover visible as of snapshot,Transferred MPLADS asset entered in the applicable Asset Register,The encoded register-entry due point begins after transfer to the User Agency.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 / CHAPTER 11,4.5.8; 11.3,26,14; 39,MPLADS-2023-P026;MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000007,MPLADS-11.2-COMPLETION-UC,Utilization Certificate on completion,UTILIZATION_CERTIFICATE,COMPLETION,REVIEW,STRONG_WARNING,0/1 certificates submitted as of snapshot; statuses=Submitted,Accounts finalized and Utilization Certificate furnished on completion,Certificate evidence is not visible for every completed asset; the clause uses 'quickly' without a numeric deadline.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.2,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000008,MPLADS-3.2.4-SANCTION-45D,Recommendation response within 45 days,SANCTION,EXECUTION,PASS,WARNING,22 calendar days,"Sanction/rejection response within 45 days, excluding model-code periods",Observed elapsed time is within the 45-day outer band.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.4; 3.2.6,19,7,MPLADS-2023-P019,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=19,2026-09-01
W-000008,MPLADS-3.2.9-MIN-SANCTION,Normal minimum sanctioned amount,SANCTION,EXECUTION,PASS,INFO,INR 847000.00,"Individual sanctioned amount normally at least INR 250,000",The sanctioned amount meets the normal minimum.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.9,20,8,MPLADS-2023-P020,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=20,2026-09-01
W-000008,MPLADS-3.2.12-COMPLETION-LIMIT,General one-year completion limit,SANCTION,EXECUTION,REVIEW,WARNING,376 calendar days from sanction to expected completion,Sanction-letter completion limit generally no more than one year,The plan exceeds the general band or has inconsistent chronology; exceptional-case justification is unavailable.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.12,20,8,MPLADS-2023-P020,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=20,2026-09-01
W-000008,MPLADS-3.2.17-PUBLIC-USE,Public use after completion,COMPLETION,EXECUTION,NOT_APPLICABLE,STRONG_WARNING,lifecycle_stage=EXECUTION,Applicable lifecycle stages: COMPLETION,The rule is outside this work's current as-of lifecycle.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.17,21,9,MPLADS-2023-P021,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=21,2026-09-01
W-000008,MPLADS-4.5.3-COMPLETION-PHOTO,Completed-work photograph in register,COMPLETION,EXECUTION,NOT_APPLICABLE,INFO,lifecycle_stage=EXECUTION,Applicable lifecycle stages: COMPLETION,The rule is outside this work's current as-of lifecycle.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 - MONITORING,4.5.3,26,14,MPLADS-2023-P026,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000008,MPLADS-11.3-ASSET-HANDOVER,Completed asset handover,ASSET,EXECUTION,NOT_APPLICABLE,WARNING,lifecycle_stage=EXECUTION,Applicable lifecycle stages: COMPLETION,The rule is outside this work's current as-of lifecycle.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.3,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000008,MPLADS-4.5.8-ASSET-REGISTER,Transferred asset register entry,ASSET,EXECUTION,NOT_APPLICABLE,WARNING,lifecycle_stage=EXECUTION,Applicable lifecycle stages: COMPLETION,The rule is outside this work's current as-of lifecycle.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 / CHAPTER 11,4.5.8; 11.3,26,14; 39,MPLADS-2023-P026;MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000008,MPLADS-11.2-COMPLETION-UC,Utilization Certificate on completion,UTILIZATION_CERTIFICATE,EXECUTION,NOT_APPLICABLE,STRONG_WARNING,lifecycle_stage=EXECUTION,Applicable lifecycle stages: COMPLETION,The rule is outside this work's current as-of lifecycle.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.2,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000009,MPLADS-3.2.4-SANCTION-45D,Recommendation response within 45 days,SANCTION,COMPLETION,PASS,WARNING,33 calendar days,"Sanction/rejection response within 45 days, excluding model-code periods",Observed elapsed time is within the 45-day outer band.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.4; 3.2.6,19,7,MPLADS-2023-P019,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=19,2026-09-01
W-000009,MPLADS-3.2.9-MIN-SANCTION,Normal minimum sanctioned amount,SANCTION,COMPLETION,PASS,INFO,INR 1616000.00,"Individual sanctioned amount normally at least INR 250,000",The sanctioned amount meets the normal minimum.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.9,20,8,MPLADS-2023-P020,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=20,2026-09-01
W-000009,MPLADS-3.2.12-COMPLETION-LIMIT,General one-year completion limit,SANCTION,COMPLETION,REVIEW,WARNING,381 calendar days from sanction to expected completion,Sanction-letter completion limit generally no more than one year,The plan exceeds the general band or has inconsistent chronology; exceptional-case justification is unavailable.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.12,20,8,MPLADS-2023-P020,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=20,2026-09-01
W-000009,MPLADS-3.2.17-PUBLIC-USE,Public use after completion,COMPLETION,COMPLETION,REVIEW,STRONG_WARNING,0/1 asset records have public-use dates as of snapshot,Every completed work put to public use as soon as completed,Public-use evidence is not yet visible for every completed asset; no fixed grace period is stated.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.17,21,9,MPLADS-2023-P021,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=21,2026-09-01
W-000009,MPLADS-4.5.3-COMPLETION-PHOTO,Completed-work photograph in register,COMPLETION,COMPLETION,PASS,INFO,1/1 completed asset records contain photo references,Completed-work register contains photographs of the work,Every represented completed work record contains a photo reference.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 - MONITORING,4.5.3,26,14,MPLADS-2023-P026,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000009,MPLADS-11.3-ASSET-HANDOVER,Completed asset handover,ASSET,COMPLETION,REVIEW,WARNING,0/1 handovers visible as of snapshot,Completed asset transferred to the User Agency without delay,Handover evidence is not visible for every completed asset; the clause gives no numeric grace period.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.3,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000009,MPLADS-4.5.8-ASSET-REGISTER,Transferred asset register entry,ASSET,COMPLETION,NOT_APPLICABLE,WARNING,no handover visible as of snapshot,Transferred MPLADS asset entered in the applicable Asset Register,The encoded register-entry due point begins after transfer to the User Agency.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 / CHAPTER 11,4.5.8; 11.3,26,14; 39,MPLADS-2023-P026;MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000009,MPLADS-11.2-COMPLETION-UC,Utilization Certificate on completion,UTILIZATION_CERTIFICATE,COMPLETION,REVIEW,STRONG_WARNING,0/1 certificates submitted as of snapshot; statuses=Submitted,Accounts finalized and Utilization Certificate furnished on completion,Certificate evidence is not visible for every completed asset; the clause uses 'quickly' without a numeric deadline.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.2,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000010,MPLADS-3.2.4-SANCTION-45D,Recommendation response within 45 days,SANCTION,COMPLETION,REVIEW,WARNING,47 calendar days,"Sanction/rejection response within 45 days, excluding model-code periods",The 45-day band is exceeded or chronology is inconsistent; model-code exclusion periods are not available.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.4; 3.2.6,19,7,MPLADS-2023-P019,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=19,2026-09-01
W-000010,MPLADS-3.2.9-MIN-SANCTION,Normal minimum sanctioned amount,SANCTION,COMPLETION,PASS,INFO,INR 2290000.00,"Individual sanctioned amount normally at least INR 250,000",The sanctioned amount meets the normal minimum.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.9,20,8,MPLADS-2023-P020,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=20,2026-09-01
W-000010,MPLADS-3.2.12-COMPLETION-LIMIT,General one-year completion limit,SANCTION,COMPLETION,PASS,WARNING,288 calendar days from sanction to expected completion,Sanction-letter completion limit generally no more than one year,The recorded plan is within the guideline's general one-year band.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.12,20,8,MPLADS-2023-P020,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=20,2026-09-01
W-000010,MPLADS-3.2.17-PUBLIC-USE,Public use after completion,COMPLETION,COMPLETION,REVIEW,STRONG_WARNING,0/1 asset records have public-use dates as of snapshot,Every completed work put to public use as soon as completed,Public-use evidence is not yet visible for every completed asset; no fixed grace period is stated.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.17,21,9,MPLADS-2023-P021,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=21,2026-09-01
W-000010,MPLADS-4.5.3-COMPLETION-PHOTO,Completed-work photograph in register,COMPLETION,COMPLETION,PASS,INFO,1/1 completed asset records contain photo references,Completed-work register contains photographs of the work,Every represented completed work record contains a photo reference.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 - MONITORING,4.5.3,26,14,MPLADS-2023-P026,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000010,MPLADS-11.3-ASSET-HANDOVER,Completed asset handover,ASSET,COMPLETION,REVIEW,WARNING,0/1 handovers visible as of snapshot,Completed asset transferred to the User Agency without delay,Handover evidence is not visible for every completed asset; the clause gives no numeric grace period.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.3,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000010,MPLADS-4.5.8-ASSET-REGISTER,Transferred asset register entry,ASSET,COMPLETION,NOT_APPLICABLE,WARNING,no handover visible as of snapshot,Transferred MPLADS asset entered in the applicable Asset Register,The encoded register-entry due point begins after transfer to the User Agency.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 / CHAPTER 11,4.5.8; 11.3,26,14; 39,MPLADS-2023-P026;MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000010,MPLADS-11.2-COMPLETION-UC,Utilization Certificate on completion,UTILIZATION_CERTIFICATE,COMPLETION,REVIEW,STRONG_WARNING,0/1 certificates submitted as of snapshot; statuses=Submitted,Accounts finalized and Utilization Certificate furnished on completion,Certificate evidence is not visible for every completed asset; the clause uses 'quickly' without a numeric deadline.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.2,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000011,MPLADS-3.2.4-SANCTION-45D,Recommendation response within 45 days,SANCTION,COMPLETION,PASS,WARNING,41 calendar days,"Sanction/rejection response within 45 days, excluding model-code periods",Observed elapsed time is within the 45-day outer band.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.4; 3.2.6,19,7,MPLADS-2023-P019,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=19,2026-09-01
W-000011,MPLADS-3.2.9-MIN-SANCTION,Normal minimum sanctioned amount,SANCTION,COMPLETION,PASS,INFO,INR 1899000.00,"Individual sanctioned amount normally at least INR 250,000",The sanctioned amount meets the normal minimum.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.9,20,8,MPLADS-2023-P020,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=20,2026-09-01
W-000011,MPLADS-3.2.12-COMPLETION-LIMIT,General one-year completion limit,SANCTION,COMPLETION,PASS,WARNING,241 calendar days from sanction to expected completion,Sanction-letter completion limit generally no more than one year,The recorded plan is within the guideline's general one-year band.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.12,20,8,MPLADS-2023-P020,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=20,2026-09-01
W-000011,MPLADS-3.2.17-PUBLIC-USE,Public use after completion,COMPLETION,COMPLETION,REVIEW,STRONG_WARNING,0/1 asset records have public-use dates as of snapshot,Every completed work put to public use as soon as completed,Public-use evidence is not yet visible for every completed asset; no fixed grace period is stated.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.17,21,9,MPLADS-2023-P021,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=21,2026-09-01
W-000011,MPLADS-4.5.3-COMPLETION-PHOTO,Completed-work photograph in register,COMPLETION,COMPLETION,PASS,INFO,1/1 completed asset records contain photo references,Completed-work register contains photographs of the work,Every represented completed work record contains a photo reference.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 - MONITORING,4.5.3,26,14,MPLADS-2023-P026,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000011,MPLADS-11.3-ASSET-HANDOVER,Completed asset handover,ASSET,COMPLETION,REVIEW,WARNING,0/1 handovers visible as of snapshot,Completed asset transferred to the User Agency without delay,Handover evidence is not visible for every completed asset; the clause gives no numeric grace period.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.3,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000011,MPLADS-4.5.8-ASSET-REGISTER,Transferred asset register entry,ASSET,COMPLETION,NOT_APPLICABLE,WARNING,no handover visible as of snapshot,Transferred MPLADS asset entered in the applicable Asset Register,The encoded register-entry due point begins after transfer to the User Agency.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 4 / CHAPTER 11,4.5.8; 11.3,26,14; 39,MPLADS-2023-P026;MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=26,2026-09-01
W-000011,MPLADS-11.2-COMPLETION-UC,Utilization Certificate on completion,UTILIZATION_CERTIFICATE,COMPLETION,REVIEW,STRONG_WARNING,0/1 certificates submitted as of snapshot; statuses=Submitted,Accounts finalized and Utilization Certificate furnished on completion,Certificate evidence is not visible for every completed asset; the clause uses 'quickly' without a numeric deadline.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 11 - ACCOUNTING PROCEDURE,11.2,51,39,MPLADS-2023-P051,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=51,2026-09-01
W-000012,MPLADS-3.2.4-SANCTION-45D,Recommendation response within 45 days,SANCTION,EXECUTION,PASS,WARNING,16 calendar days,"Sanction/rejection response within 45 days, excluding model-code periods",Observed elapsed time is within the 45-day outer band.,"MPLADS Guidelines 2023 - Second Edition, 14 March 2023",CHAPTER 3 - IMPLEMENTATION,3.2.4; 3.2.6,19,7,MPLADS-2023-P019,https://www.mplads.gov.in/MPLADS/UploadedFiles/MPLADSGuidelines2023_English_.pdf#page=19,2026-09-01
