work_id,completion_date,completion_marked_date,final_expenditure_inr,utilization_certificate_status,utilization_certificate_date,asset_id,asset_type,user_agency,asset_register_entry,handover_date,public_use_date,audit_status,audit_date,audit_observation_category,compliance_status,maintenance_agency,completion_photo_reference,source_type,synthetic_marker
W-000152,2026-08-31,2026-09-09,2490000,Submitted,2026-09-18,ASSET-W-000152,Sports Equipment Facility,Demo Village 21 Demo User Agency,Yes,2026-09-15,2026-09-23,Completed,2026-10-27,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-000152/completion,SYNTHETIC_PROTOTYPE,True
W-000154,2026-08-31,2026-09-04,3262000,Submitted,2026-09-22,ASSET-W-000154,School Classroom,Demo Village 28 Demo User Agency,Yes,2026-09-08,2026-09-11,Pending,,None recorded,Compliant,Demo Village 28 Demo Local Body,demo://photos/W-000154/completion,SYNTHETIC_PROTOTYPE,True
W-000157,2026-08-31,2026-09-01,999000,Submitted,2026-09-11,ASSET-W-000157,Digital Classroom,Demo Village 19 Demo User Agency,Yes,2026-09-11,2026-09-08,Pending,,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-000157/completion,SYNTHETIC_PROTOTYPE,True
W-000158,2026-08-31,2026-09-03,1561000,Submitted,2026-09-18,ASSET-W-000158,Drainage,Demo Village 20 Demo User Agency,Yes,2026-09-05,2026-09-14,Pending,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-000158/completion,SYNTHETIC_PROTOTYPE,True
W-000159,2026-08-31,2026-08-31,1097000,Submitted,2026-09-28,ASSET-W-000159,Public Health Facility,Demo Village 21 Demo User Agency,Yes,2026-09-18,2026-09-24,Not Due,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-000159/completion,SYNTHETIC_PROTOTYPE,True
W-000160,2026-08-31,2026-09-06,2465000,Submitted,2026-10-07,ASSET-W-000160,Public Waiting Hall,Demo Village 3 Demo User Agency,Yes,2026-09-08,2026-09-02,Pending,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-000160/completion,SYNTHETIC_PROTOTYPE,True
W-000162,2026-08-31,2026-09-08,2033000,Submitted,2026-10-10,ASSET-W-000162,PHC Equipment Room,Demo Village 1 Demo User Agency,Yes,2026-09-10,2026-09-13,Pending,,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-000162/completion,SYNTHETIC_PROTOTYPE,True
W-000163,2026-08-31,2026-09-05,755000,Submitted,2026-10-08,ASSET-W-000163,Playground Development,Demo Village 16 Demo User Agency,Yes,2026-09-06,2026-09-12,Not Due,,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-000163/completion,SYNTHETIC_PROTOTYPE,True
W-000165,2026-08-31,2026-09-08,1429000,Submitted,2026-09-29,ASSET-W-000165,Ambulance Shelter,Demo Village 16 Demo User Agency,Yes,2026-09-03,2026-09-14,Pending,,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-000165/completion,SYNTHETIC_PROTOTYPE,True
W-000166,2026-08-31,2026-09-05,2160000,Submitted,2026-09-11,ASSET-W-000166,Solar Community Lighting,Demo Village 2 Demo User Agency,Yes,2026-09-09,2026-09-10,Pending,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-000166/completion,SYNTHETIC_PROTOTYPE,True
W-000167,2026-08-31,2026-09-10,3583000,Submitted,2026-09-23,ASSET-W-000167,Public Health Facility,Demo Village 25 Demo User Agency,Yes,2026-09-09,2026-09-05,Pending,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-000167/completion,SYNTHETIC_PROTOTYPE,True
W-000168,2026-08-31,2026-09-01,473000,Submitted,2026-09-08,ASSET-W-000168,Borewell,Demo Village 21 Demo User Agency,Yes,2026-09-12,2026-09-12,Not Due,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-000168/completion,SYNTHETIC_PROTOTYPE,True
W-000171,2026-08-31,2026-08-31,2918000,Submitted,2026-10-15,ASSET-W-000171,Pipeline Extension,Demo Village 5 Demo User Agency,Yes,2026-09-06,2026-09-16,Pending,,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-000171/completion,SYNTHETIC_PROTOTYPE,True
W-000172,2026-08-31,2026-08-31,2214000,Submitted,2026-10-05,ASSET-W-000172,Approach Road,Demo Village 17 Demo User Agency,Yes,2026-09-04,2026-09-04,Completed,2027-02-15,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-000172/completion,SYNTHETIC_PROTOTYPE,True
W-000174,2026-08-31,2026-09-02,1798000,Submitted,2026-09-14,ASSET-W-000174,Indoor Sports Hall,Demo Village 11 Demo User Agency,Yes,2026-09-13,2026-09-03,Pending,,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-000174/completion,SYNTHETIC_PROTOTYPE,True
W-000175,2026-08-31,2026-09-07,2391000,Submitted,2026-10-10,ASSET-W-000175,CC Road,Demo Village 8 Demo User Agency,Yes,2026-09-11,2026-09-10,Completed,2026-10-15,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-000175/completion,SYNTHETIC_PROTOTYPE,True
W-000176,2026-08-31,2026-09-05,2374000,Submitted,2026-10-15,ASSET-W-000176,Sports Equipment Facility,Demo Village 19 Demo User Agency,Yes,2026-09-18,2026-09-20,Completed,2026-11-15,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-000176/completion,SYNTHETIC_PROTOTYPE,True
W-000178,2026-08-31,2026-09-10,1643000,Submitted,2026-09-09,ASSET-W-000178,Solar Water System,Demo Village 2 Demo User Agency,Yes,2026-09-20,2026-09-16,Pending,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-000178/completion,SYNTHETIC_PROTOTYPE,True
W-000181,2026-08-31,2026-09-04,2689000,Submitted,2026-09-07,ASSET-W-000181,Public Health Facility,Demo Village 18 Demo User Agency,Yes,2026-09-05,2026-09-20,Completed,2026-10-15,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-000181/completion,SYNTHETIC_PROTOTYPE,True
W-000182,2026-08-31,2026-09-06,2286000,Submitted,2026-09-24,ASSET-W-000182,Digital Classroom,Demo Village 12 Demo User Agency,Yes,2026-09-02,2026-09-19,Completed,2026-12-02,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-000182/completion,SYNTHETIC_PROTOTYPE,True
W-000183,2026-08-31,2026-09-03,3598000,Submitted,2026-09-16,ASSET-W-000183,Rural Road,Demo Village 15 Demo User Agency,Yes,2026-09-17,2026-09-04,Pending,,None recorded,Compliant,Demo Village 15 Demo Local Body,demo://photos/W-000183/completion,SYNTHETIC_PROTOTYPE,True
W-000184,2026-08-31,2026-09-06,1477000,Submitted,2026-09-18,ASSET-W-000184,Public Toilet,Demo Village 12 Demo User Agency,Yes,2026-09-02,2026-09-13,Pending,,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-000184/completion,SYNTHETIC_PROTOTYPE,True
W-000187,2026-08-31,2026-09-04,2422000,Submitted,2026-09-15,ASSET-W-000187,Library Room,Demo Village 19 Demo User Agency,Yes,2026-09-11,2026-09-24,Not Due,,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-000187/completion,SYNTHETIC_PROTOTYPE,True
W-000190,2026-08-31,2026-09-02,2407000,Submitted,2026-10-06,ASSET-W-000190,School Classroom,Demo Village 25 Demo User Agency,Yes,2026-09-18,2026-09-15,Not Due,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-000190/completion,SYNTHETIC_PROTOTYPE,True
W-000191,2026-08-31,2026-09-10,1137000,Submitted,2026-09-24,ASSET-W-000191,Solar Street Lights,Demo Village 21 Demo User Agency,Yes,2026-09-15,2026-09-09,Not Due,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-000191/completion,SYNTHETIC_PROTOTYPE,True
W-000192,2026-08-31,2026-09-03,2133000,Submitted,2026-10-15,ASSET-W-000192,Solar Water System,Demo Village 14 Demo User Agency,Yes,2026-09-18,2026-09-10,Completed,2027-02-07,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-000192/completion,SYNTHETIC_PROTOTYPE,True
W-000194,2026-08-31,2026-09-05,2615000,Submitted,2026-09-28,ASSET-W-000194,Health Sub-Centre,Demo Village 17 Demo User Agency,Yes,2026-09-15,2026-09-17,Not Due,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-000194/completion,SYNTHETIC_PROTOTYPE,True
W-000195,2026-08-31,2026-09-04,3067000,Submitted,2026-10-08,ASSET-W-000195,Public Health Facility,Demo Village 29 Demo User Agency,Yes,2026-09-16,2026-09-03,Not Due,,None recorded,Compliant,Demo Village 29 Demo Local Body,demo://photos/W-000195/completion,SYNTHETIC_PROTOTYPE,True
W-000197,2026-08-31,2026-09-10,1394000,Submitted,2026-09-18,ASSET-W-000197,Bus Shelter,Demo Village 20 Demo User Agency,Yes,2026-09-11,2026-09-18,Not Due,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-000197/completion,SYNTHETIC_PROTOTYPE,True
W-000198,2026-08-31,2026-09-08,2551000,Submitted,2026-10-02,ASSET-W-000198,School Classroom,Demo Village 19 Demo User Agency,Yes,2026-09-20,2026-09-24,Not Due,,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-000198/completion,SYNTHETIC_PROTOTYPE,True
W-000199,2026-08-31,2026-09-04,2566000,Submitted,2026-10-15,ASSET-W-000199,Pipeline Extension,Demo Village 11 Demo User Agency,Yes,2026-09-04,2026-09-16,Not Due,,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-000199/completion,SYNTHETIC_PROTOTYPE,True
W-000200,2026-08-31,2026-09-06,1804000,Submitted,2026-09-10,ASSET-W-000200,Solar Public Facility,Demo Village 5 Demo User Agency,Yes,2026-09-02,2026-09-24,Pending,,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-000200/completion,SYNTHETIC_PROTOTYPE,True
W-000201,2026-08-31,2026-09-10,2026000,Submitted,2026-10-04,ASSET-W-000201,Rural Road,Demo Village 13 Demo User Agency,Yes,2026-09-08,2026-09-03,Not Due,,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-000201/completion,SYNTHETIC_PROTOTYPE,True
W-000202,2026-08-31,2026-09-04,1287000,Submitted,2026-10-07,ASSET-W-000202,Open Gym,Demo Village 34 Demo User Agency,Yes,2026-09-04,2026-09-10,Pending,,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-000202/completion,SYNTHETIC_PROTOTYPE,True
W-000203,2026-08-31,2026-09-06,3251000,Submitted,2026-09-06,ASSET-W-000203,Community Hall,Demo Village 12 Demo User Agency,Yes,2026-09-08,2026-09-06,Completed,2026-11-15,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-000203/completion,SYNTHETIC_PROTOTYPE,True
W-000204,2026-08-31,2026-09-07,2141000,Submitted,2026-10-07,ASSET-W-000204,Library Room,Demo Village 32 Demo User Agency,Yes,2026-09-16,2026-09-16,Pending,,None recorded,Compliant,Demo Village 32 Demo Local Body,demo://photos/W-000204/completion,SYNTHETIC_PROTOTYPE,True
W-000206,2026-08-31,2026-09-07,1308000,Submitted,2026-10-08,ASSET-W-000206,PHC Equipment Room,Demo Village 7 Demo User Agency,Yes,2026-09-05,2026-09-25,Not Due,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-000206/completion,SYNTHETIC_PROTOTYPE,True
W-000207,2026-08-31,2026-09-02,2807000,Submitted,2026-09-11,ASSET-W-000207,RO Water Plant,Demo Village 15 Demo User Agency,Yes,2026-09-11,2026-09-12,Completed,2027-02-26,None recorded,Compliant,Demo Village 15 Demo Local Body,demo://photos/W-000207/completion,SYNTHETIC_PROTOTYPE,True
W-000208,2026-08-31,2026-09-04,3027000,Submitted,2026-09-18,ASSET-W-000208,Bus Shelter,Demo Village 15 Demo User Agency,Yes,2026-09-19,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 15 Demo Local Body,demo://photos/W-000208/completion,SYNTHETIC_PROTOTYPE,True
W-000209,2026-08-31,2026-09-10,2491000,Submitted,2026-10-08,ASSET-W-000209,Sports Equipment Facility,Demo Village 4 Demo User Agency,Yes,2026-09-11,2026-09-10,Completed,2027-01-08,None recorded,Compliant,Demo Village 4 Demo Local Body,demo://photos/W-000209/completion,SYNTHETIC_PROTOTYPE,True
W-000212,2026-08-31,2026-09-08,2441000,Submitted,2026-09-07,ASSET-W-000212,Anganwadi Building,Demo Village 33 Demo User Agency,Yes,2026-09-11,2026-09-27,Pending,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-000212/completion,SYNTHETIC_PROTOTYPE,True
W-000213,2026-08-31,2026-09-08,2043000,Submitted,2026-10-08,ASSET-W-000213,Sports Equipment Facility,Demo Village 24 Demo User Agency,Yes,2026-09-11,2026-09-05,Not Due,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-000213/completion,SYNTHETIC_PROTOTYPE,True
W-000215,2026-08-31,2026-09-04,1257000,Submitted,2026-09-25,ASSET-W-000215,Solar Street Lights,Demo Village 32 Demo User Agency,Yes,2026-09-19,2026-09-27,Pending,,None recorded,Compliant,Demo Village 32 Demo Local Body,demo://photos/W-000215/completion,SYNTHETIC_PROTOTYPE,True
W-000216,2026-08-31,2026-09-08,631000,Submitted,2026-10-02,ASSET-W-000216,Borewell,Demo Village 17 Demo User Agency,Yes,2026-09-01,2026-09-25,Pending,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-000216/completion,SYNTHETIC_PROTOTYPE,True
W-000217,2026-08-31,2026-09-01,5899000,Submitted,2026-10-14,ASSET-W-000217,Public Health Facility,Demo Village 16 Demo User Agency,Yes,2026-09-07,2026-09-17,Pending,,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-000217/completion,SYNTHETIC_PROTOTYPE,True
W-000218,2026-08-31,2026-09-05,1197000,Submitted,2026-09-09,ASSET-W-000218,Community Sanitation,Demo Village 11 Demo User Agency,Yes,2026-09-13,2026-09-24,Completed,2026-12-19,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-000218/completion,SYNTHETIC_PROTOTYPE,True
W-000220,2026-08-31,2026-08-31,2004000,Submitted,2026-09-12,ASSET-W-000220,Health Sub-Centre,Demo Village 22 Demo User Agency,Yes,2026-09-03,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 22 Demo Local Body,demo://photos/W-000220/completion,SYNTHETIC_PROTOTYPE,True
W-000221,2026-08-31,2026-09-03,1864000,Submitted,2026-09-24,ASSET-W-000221,School Classroom,Demo Village 31 Demo User Agency,Yes,2026-09-10,2026-09-23,Not Due,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-000221/completion,SYNTHETIC_PROTOTYPE,True
W-000222,2026-08-31,2026-09-06,2380000,Submitted,2026-10-09,ASSET-W-000222,Solar Street Lights,Demo Village 31 Demo User Agency,Yes,2026-09-19,2026-09-30,Not Due,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-000222/completion,SYNTHETIC_PROTOTYPE,True
W-000224,2026-08-31,2026-09-07,2962000,Submitted,2026-09-07,ASSET-W-000224,PHC Equipment Room,Demo Village 18 Demo User Agency,Yes,2026-09-09,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-000224/completion,SYNTHETIC_PROTOTYPE,True
W-000226,2026-08-31,2026-09-03,2392000,Submitted,2026-09-10,ASSET-W-000226,Playground Development,Demo Village 15 Demo User Agency,Yes,2026-09-06,2026-09-29,Pending,,None recorded,Compliant,Demo Village 15 Demo Local Body,demo://photos/W-000226/completion,SYNTHETIC_PROTOTYPE,True
W-000227,2026-08-31,2026-09-05,2752000,Submitted,2026-09-17,ASSET-W-000227,Public Health Facility,Demo Village 27 Demo User Agency,Yes,2026-09-16,2026-09-09,Not Due,,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-000227/completion,SYNTHETIC_PROTOTYPE,True
W-000228,2026-08-31,2026-09-06,1623000,Submitted,2026-09-09,ASSET-W-000228,Borewell,Demo Village 33 Demo User Agency,Yes,2026-09-04,2026-09-21,Completed,2027-02-19,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-000228/completion,SYNTHETIC_PROTOTYPE,True
W-000230,2026-08-31,2026-09-02,1413000,Submitted,2026-10-13,ASSET-W-000230,Solid Waste Shed,Demo Village 7 Demo User Agency,Yes,2026-09-18,2026-09-27,Completed,2026-11-17,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-000230/completion,SYNTHETIC_PROTOTYPE,True
W-000233,2026-08-31,2026-09-06,3372000,Submitted,2026-09-14,ASSET-W-000233,Ambulance Shelter,Demo Village 18 Demo User Agency,Yes,2026-09-12,2026-09-05,Pending,,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-000233/completion,SYNTHETIC_PROTOTYPE,True
W-000234,2026-08-31,2026-09-01,2217000,Submitted,2026-09-06,ASSET-W-000234,CC Road,Demo Village 8 Demo User Agency,Yes,2026-09-16,2026-09-27,Not Due,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-000234/completion,SYNTHETIC_PROTOTYPE,True
W-000235,2026-08-31,2026-09-10,1175000,Submitted,2026-09-26,ASSET-W-000235,Solar Street Lights,Demo Village 2 Demo User Agency,Yes,2026-09-10,2026-09-14,Not Due,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-000235/completion,SYNTHETIC_PROTOTYPE,True
W-000237,2026-08-31,2026-09-10,1881000,Submitted,2026-09-27,ASSET-W-000237,Drainage,Demo Village 6 Demo User Agency,Yes,2026-09-16,2026-09-15,Not Due,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-000237/completion,SYNTHETIC_PROTOTYPE,True
W-000238,2026-08-31,2026-09-05,647000,Submitted,2026-10-06,ASSET-W-000238,Solid Waste Shed,Demo Village 18 Demo User Agency,Yes,2026-09-03,2026-09-30,Completed,2026-10-12,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-000238/completion,SYNTHETIC_PROTOTYPE,True
W-000239,2026-08-31,2026-09-02,1407000,Submitted,2026-09-18,ASSET-W-000239,Public Waiting Hall,Demo Village 15 Demo User Agency,Yes,2026-09-16,2026-09-01,Completed,2026-12-31,None recorded,Compliant,Demo Village 15 Demo Local Body,demo://photos/W-000239/completion,SYNTHETIC_PROTOTYPE,True
W-000240,2026-08-31,2026-09-08,2330000,Submitted,2026-09-26,ASSET-W-000240,Solar Public Facility,Demo Village 28 Demo User Agency,Yes,2026-09-06,2026-09-28,Not Due,,None recorded,Compliant,Demo Village 28 Demo Local Body,demo://photos/W-000240/completion,SYNTHETIC_PROTOTYPE,True
W-000245,2026-08-31,2026-09-09,1562000,Submitted,2026-09-20,ASSET-W-000245,RO Water Plant,Demo Village 33 Demo User Agency,Yes,2026-09-13,2026-09-14,Pending,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-000245/completion,SYNTHETIC_PROTOTYPE,True
W-000246,2026-08-31,2026-09-08,1906000,Submitted,2026-09-18,ASSET-W-000246,Solar Community Lighting,Demo Village 12 Demo User Agency,Yes,2026-09-18,2026-09-15,Not Due,,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-000246/completion,SYNTHETIC_PROTOTYPE,True
W-000247,2026-08-31,2026-09-03,1639000,Submitted,2026-10-03,ASSET-W-000247,Playground Development,Demo Village 4 Demo User Agency,Yes,2026-09-13,2026-09-13,Pending,,None recorded,Compliant,Demo Village 4 Demo Local Body,demo://photos/W-000247/completion,SYNTHETIC_PROTOTYPE,True
W-000248,2026-08-31,2026-09-02,1115000,Pending,,ASSET-W-000248,Playground Development,Demo Village 10 Demo User Agency,Pending,2026-09-04,2026-09-29,Completed,2026-11-04,Documentation / closure review,Review Required,Demo Village 10 Demo Local Body,demo://photos/W-000248/completion,SYNTHETIC_PROTOTYPE,True
W-000249,2026-08-31,2026-09-05,1610000,Submitted,2026-10-01,ASSET-W-000249,Small Bridge,Demo Village 30 Demo User Agency,Yes,2026-09-04,2026-09-09,Pending,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-000249/completion,SYNTHETIC_PROTOTYPE,True
W-000250,2026-08-31,2026-09-01,2721000,Submitted,2026-09-24,ASSET-W-000250,Approach Road,Demo Village 2 Demo User Agency,Yes,2026-09-11,2026-09-24,Not Due,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-000250/completion,SYNTHETIC_PROTOTYPE,True
W-000251,2026-08-31,2026-09-09,2649000,Submitted,2026-09-20,ASSET-W-000251,RO Water Plant,Demo Village 6 Demo User Agency,Yes,2026-09-11,2026-09-01,Completed,2027-01-08,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-000251/completion,SYNTHETIC_PROTOTYPE,True
W-000252,2026-08-31,2026-09-08,2165000,Submitted,2026-10-15,ASSET-W-000252,School Toilet,Demo Village 8 Demo User Agency,Yes,2026-09-07,2026-09-14,Completed,2026-11-30,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-000252/completion,SYNTHETIC_PROTOTYPE,True
W-000253,2026-08-31,2026-09-05,1220000,Submitted,2026-09-28,ASSET-W-000253,Bus Shelter,Demo Village 8 Demo User Agency,Yes,2026-09-12,2026-09-13,Completed,2026-11-07,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-000253/completion,SYNTHETIC_PROTOTYPE,True
W-000254,2026-08-31,2026-09-09,2688000,Submitted,2026-10-09,ASSET-W-000254,Sports Equipment Facility,Demo Village 1 Demo User Agency,Yes,2026-09-05,2026-09-10,Pending,,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-000254/completion,SYNTHETIC_PROTOTYPE,True
W-000255,2026-08-31,2026-09-04,699000,Submitted,2026-09-12,ASSET-W-000255,Solid Waste Shed,Demo Village 20 Demo User Agency,Yes,2026-09-06,2026-09-30,Completed,2026-10-04,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-000255/completion,SYNTHETIC_PROTOTYPE,True
