work_id,mp_id,house_type,tenure,state_name,constituency,nodal_district,recommendation_date,recommendation_type,sector,sub_sector,work_description,work_location_state,district,block,village,latitude,longitude,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_status,implementing_agency_id,expected_start_date,expected_completion_date,actual_start_date,current_status,current_physical_progress_pct,current_expenditure_inr,duplicate_group_reference,source_type,source_reference,synthetic_marker
W-000043,MP-RJ-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,2026-02-19,Normal MPLADS Work,Community Infrastructure,Public Waiting Hall,"Development of Public Waiting Hall at Demo Village 33, Demo Block 7, Rajasthan Demo District 3",Rajasthan,Rajasthan Demo District 3,Demo Block 7,Demo Village 33,26.347499,75.412271,965000,1017000,0,,Rejected,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000044,MP-TS-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 3,Telangana Demo District 3,2024-07-04,Normal MPLADS Work,Community Infrastructure,Anganwadi Building,"Development of Anganwadi Building at Demo Village 7, Demo Block 4, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 4,Demo Village 7,17.120548,78.565622,2957000,2811000,2821000,2024-07-13,Sanctioned,IA-TS-003,2024-08-12,2025-07-24,2024-09-05,Completed,100.0,2951000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000045,MP-KA-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 4,Karnataka Demo District 4,2026-04-10,Normal MPLADS Work,Renewable Energy,Solar Public Facility,"Development of Solar Public Facility at Demo Village 2, Demo Block 7, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 7,Demo Village 2,15.319681,76.54315,1568000,1658000,1691000,2026-04-30,Sanctioned,IA-KA-005,2026-06-04,2027-03-15,2026-06-13,Ongoing,21.8,317000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000046,MP-OD-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,2024-04-10,Normal MPLADS Work,Education,Library Room,"Development of Library Room at Demo Village 16, Demo Block 3, Odisha Demo District 3",Odisha,Odisha Demo District 3,Demo Block 3,Demo Village 16,20.201413,84.675737,2320000,2399000,2388000,2024-04-26,Sanctioned,IA-OD-004,2024-05-23,2025-04-10,2024-05-28,Completed,100.0,2540000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000047,MP-KA-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,2023-09-29,Normal MPLADS Work,Drinking Water,RO Water Plant,"Development of RO Water Plant at Demo Village 11, Demo Block 8, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 8,Demo Village 11,16.129815,76.298383,2026000,2097000,2108000,2023-10-06,Sanctioned,IA-KA-005,2023-10-14,2024-04-19,2023-11-05,Completed,100.0,2213000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000048,MP-RJ-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 1,2024-08-30,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 20, Demo Block 1, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 1,Demo Village 20,26.502676,75.69797,2057000,1980000,2016000,2024-09-19,Sanctioned,IA-RJ-004,2024-11-03,2025-08-18,2024-11-05,Completed,100.0,2032000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000049,MP-RJ-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 4,2024-02-11,Normal MPLADS Work,Sports,Sports Equipment Facility,"Development of Sports Equipment Facility at Demo Village 6, Demo Block 1, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 1,Demo Village 6,27.002343,75.41216,2453000,2468000,2555000,2024-03-19,Sanctioned,IA-RJ-004,2024-04-04,2024-12-07,2024-04-09,Completed,100.0,2657000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000050,MP-RJ-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,2025-03-04,Normal MPLADS Work,Renewable Energy,Solar Water System,"Development of Solar Water System at Demo Village 12, Demo Block 2, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 2,Demo Village 12,25.706412,75.282611,2433000,2439000,2511000,2025-04-02,Sanctioned,IA-RJ-005,2025-04-17,2025-12-25,2025-04-15,Completed,100.0,2670000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000051,MP-TS-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Rajya Sabha Seat,Telangana Demo District 2,2025-03-31,Normal MPLADS Work,Sanitation,Drainage,"Development of Drainage at Demo Village 8, Demo Block 6, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 6,Demo Village 8,17.903256,79.687669,2705000,2760000,2837000,2025-04-17,Sanctioned,IA-TS-006,2025-05-28,2026-03-09,2025-06-12,Completed,100.0,2861000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000052,MP-OD-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 3,Odisha Demo District 3,2025-02-07,Normal MPLADS Work,Drinking Water,Water Tank,"Development of Water Tank at Demo Village 15, Demo Block 7, Odisha Demo District 4",Odisha,Odisha Demo District 4,Demo Block 7,Demo Village 15,19.55871,83.760535,2947000,2914000,3024000,2025-03-17,Sanctioned,IA-OD-001,2025-05-01,2025-11-11,2025-05-25,Completed,100.0,2832000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000053,MP-RJ-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Rajya Sabha Seat,Rajasthan Demo District 2,2024-08-26,Normal MPLADS Work,Health,Health Sub-Centre,"Development of Health Sub-Centre at Demo Village 10, Demo Block 8, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 8,Demo Village 10,26.457188,74.46427,3067000,3116000,3238000,2024-10-13,Sanctioned,IA-RJ-004,2024-11-04,2025-06-16,2024-11-28,Ongoing,87.2,2928000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000054,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2025-05-29,Normal MPLADS Work,Sanitation,Community Sanitation,"Development of Community Sanitation at Demo Village 26, Demo Block 1, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 1,Demo Village 26,20.444246,83.567245,1654000,1569000,1598000,2025-06-30,Sanctioned,IA-OD-003,2025-07-20,2026-04-17,2025-07-26,Completed,100.0,1635000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000055,MP-TS-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 3,Telangana Demo District 3,2026-03-06,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 6, Demo Block 2, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 2,Demo Village 6,16.928517,80.607049,815000,847000,852000,2026-03-20,Sanctioned,IA-TS-001,2026-04-21,2026-11-24,2026-05-14,Ongoing,23.4,766000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000056,MP-MH-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 2,2024-12-10,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 23, Demo Block 8, Maharashtra Demo District 1",Maharashtra,Maharashtra Demo District 1,Demo Block 8,Demo Village 23,19.186809,76.307596,3144000,3255000,0,,Rejected,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000057,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2025-06-04,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 30, Demo Block 7, Maharashtra Demo District 2",Maharashtra,Maharashtra Demo District 2,Demo Block 7,Demo Village 30,18.575519,75.37087,2223000,2125000,2182000,2025-06-19,Sanctioned,IA-MH-003,2025-06-27,2026-02-26,2025-06-30,Completed,100.0,2036000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000058,MP-OD-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 4,Odisha Demo District 4,2024-05-01,Normal MPLADS Work,Health,Health Sub-Centre,"Development of Health Sub-Centre at Demo Village 35, Demo Block 4, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 4,Demo Village 35,20.330702,83.865071,3937000,3832000,3847000,2024-06-13,Sanctioned,IA-OD-004,2024-07-07,2025-06-03,2024-07-26,Ongoing,93.2,3294000,DUP-000,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000059,MP-RJ-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,2025-08-06,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 33, Demo Block 5, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 5,Demo Village 33,25.970548,75.198458,1134000,1159000,1162000,2025-08-25,Sanctioned,IA-RJ-004,2025-09-05,2026-03-15,2025-09-03,Completed,100.0,1126000,DUP-001,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000060,MP-RJ-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,2023-12-05,Normal MPLADS Work,Drinking Water,Pipeline Extension,"Development of Pipeline Extension at Demo Village 26, Demo Block 7, Rajasthan Demo District 4",Rajasthan,Rajasthan Demo District 4,Demo Block 7,Demo Village 26,27.133718,75.257818,1464000,1420000,1462000,2024-01-24,Sanctioned,IA-RJ-003,2024-02-08,2024-09-26,2024-03-03,Completed,100.0,1532000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000061,MP-TS-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 1,Telangana Demo District 1,2024-07-05,Normal MPLADS Work,Roads & Bridges,CC Road,"Development of CC Road at Demo Village 1, Demo Block 5, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 5,Demo Village 1,17.89965,80.620222,2090000,2156000,2130000,2024-08-06,Sanctioned,IA-TS-002,2024-09-08,2025-05-23,2024-09-22,Completed,100.0,2288000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000062,MP-RJ-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 4,2025-01-18,Normal MPLADS Work,Community Infrastructure,Anganwadi Building,"Development of Anganwadi Building at Demo Village 16, Demo Block 3, Rajasthan Demo District 1",Rajasthan,Rajasthan Demo District 1,Demo Block 3,Demo Village 16,26.728648,73.564833,2868000,2970000,3006000,2025-02-28,Sanctioned,IA-RJ-006,2025-03-07,2025-10-02,2025-04-02,Completed,100.0,2768000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000063,MP-RJ-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Rajya Sabha Seat,Rajasthan Demo District 2,2025-05-27,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 13, Demo Block 7, Rajasthan Demo District 4",Rajasthan,Rajasthan Demo District 4,Demo Block 7,Demo Village 13,27.416412,73.519931,3155000,3300000,3325000,2025-07-05,Sanctioned,IA-RJ-003,2025-08-16,2026-04-10,2025-09-07,Completed,100.0,3491000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000064,MP-AP-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 2,2025-08-10,Normal MPLADS Work,Roads & Bridges,Small Bridge,"Development of Small Bridge at Demo Village 15, Demo Block 2, Andhra Pradesh Demo District 3",Andhra Pradesh,Andhra Pradesh Demo District 3,Demo Block 2,Demo Village 15,15.964978,79.715953,2483000,2580000,2599000,2025-09-20,Sanctioned,IA-AP-002,2025-10-06,2026-05-09,2025-10-02,Completed,100.0,2786000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000065,MP-KA-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 4,Karnataka Demo District 4,2023-11-07,Normal MPLADS Work,Drinking Water,RO Water Plant,"Development of RO Water Plant at Demo Village 3, Demo Block 3, Karnataka Demo District 3",Karnataka,Karnataka Demo District 3,Demo Block 3,Demo Village 3,16.041485,76.112525,1979000,1923000,1970000,2023-11-20,Sanctioned,IA-KA-002,2023-12-22,2024-08-19,2023-12-25,Completed,100.0,2059000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000066,MP-RJ-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,2023-06-22,Normal MPLADS Work,Drinking Water,Borewell,"Development of Borewell at Demo Village 33, Demo Block 7, Rajasthan Demo District 4",Rajasthan,Rajasthan Demo District 4,Demo Block 7,Demo Village 33,28.021648,73.85783,2093000,1979000,2024000,2023-07-06,Sanctioned,IA-RJ-004,2023-07-25,2024-03-31,2023-08-24,Completed,100.0,2072000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000067,MP-KA-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,2023-10-10,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 22, Demo Block 8, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 8,Demo Village 22,16.399921,75.446851,1339000,1390000,1410000,2023-11-27,Sanctioned,IA-KA-003,2023-12-20,2024-10-17,2023-12-23,Completed,100.0,1411000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000068,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2025-11-01,Normal MPLADS Work,Sanitation,Solid Waste Shed,"Development of Solid Waste Shed at Demo Village 1, Demo Block 8, Maharashtra Demo District 3",Maharashtra,Maharashtra Demo District 3,Demo Block 8,Demo Village 1,19.467423,76.363003,1476000,1540000,1500000,2025-11-24,Sanctioned,IA-MH-003,2026-01-06,2026-10-11,2026-01-21,Ongoing,71.8,1148000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000069,MP-MH-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 2,2024-10-02,Normal MPLADS Work,Renewable Energy,Solar Street Lights,"Development of Solar Street Lights at Demo Village 5, Demo Block 7, Maharashtra Demo District 3",Maharashtra,Maharashtra Demo District 3,Demo Block 7,Demo Village 5,20.001119,74.641475,1240000,1332000,1378000,2024-10-09,Sanctioned,IA-MH-001,2024-10-31,2025-06-09,2024-11-05,Completed,100.0,1381000,DUP-002,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000070,MP-AP-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 2,2023-06-16,Normal MPLADS Work,Sanitation,Community Sanitation,"Development of Community Sanitation at Demo Village 19, Demo Block 4, Andhra Pradesh Demo District 1",Andhra Pradesh,Andhra Pradesh Demo District 1,Demo Block 4,Demo Village 19,15.71393,79.990286,1105000,1184000,1207000,2023-07-30,Sanctioned,IA-AP-002,2023-09-11,2024-07-04,2023-10-01,Completed,100.0,1155000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000071,MP-AP-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 2,2024-03-29,Normal MPLADS Work,Roads & Bridges,Approach Road,"Development of Approach Road at Demo Village 2, Demo Block 4, Andhra Pradesh Demo District 3",Andhra Pradesh,Andhra Pradesh Demo District 3,Demo Block 4,Demo Village 2,16.493395,80.332221,3067000,2893000,0,,Pending,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000072,MP-AP-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,2024-08-22,Normal MPLADS Work,Renewable Energy,Solar Water System,"Development of Solar Water System at Demo Village 26, Demo Block 8, Andhra Pradesh Demo District 1",Andhra Pradesh,Andhra Pradesh Demo District 1,Demo Block 8,Demo Village 26,15.41112,79.643743,1472000,1488000,1538000,2024-09-13,Sanctioned,IA-AP-001,2024-10-13,2025-10-02,2024-11-06,Completed,100.0,1428000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000073,MP-MH-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 4,Maharashtra Demo District 4,2025-04-27,Normal MPLADS Work,Health,Ambulance Shelter,"Development of Ambulance Shelter at Demo Village 6, Demo Block 5, Maharashtra Demo District 4",Maharashtra,Maharashtra Demo District 4,Demo Block 5,Demo Village 6,20.152113,74.987559,1550000,1597000,1603000,2025-05-13,Sanctioned,IA-MH-001,2025-06-15,2026-02-03,2025-06-30,Completed,100.0,1524000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000074,MP-OD-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,2023-09-06,Normal MPLADS Work,Sports,Indoor Sports Hall,"Development of Indoor Sports Hall at Demo Village 19, Demo Block 6, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 6,Demo Village 19,21.123311,83.904701,698000,740000,0,,Rejected,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000075,MP-MH-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 2,2026-05-12,Normal MPLADS Work,Sanitation,Community Sanitation,"Development of Community Sanitation at Demo Village 3, Demo Block 8, Maharashtra Demo District 3",Maharashtra,Maharashtra Demo District 3,Demo Block 8,Demo Village 3,19.230599,74.917863,2702000,2897000,2853000,2026-05-20,Sanctioned,IA-MH-001,2026-06-19,2027-03-23,2026-06-23,Ongoing,31.6,894000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000076,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2026-04-29,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 31, Demo Block 6, Maharashtra Demo District 1",Maharashtra,Maharashtra Demo District 1,Demo Block 6,Demo Village 31,18.528903,76.221648,2085000,2104000,2114000,2026-06-15,Sanctioned,IA-MH-003,2026-07-26,2027-02-11,2026-08-18,Ongoing,34.1,2015000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-000077,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2024-08-08,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 29, Demo Block 5, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 5,Demo Village 29,19.664441,84.602349,1809000,1763000,1756000,2024-09-26,Sanctioned,IA-OD-006,2024-10-15,2025-08-07,2024-10-14,Completed,100.0,1731000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
